"","...1","freq","neg","global_id","model","prompt_method","A_clean","Q","R"
"1422",493,"every time",NA,493,"gpt-3.5-turbo","placeholder",100,"1","Based on common grocery shopping practices, it is highly likely that John pays the cashier every time he goes shopping as part of the standard grocery store transaction process."
"1423",494,"every time",NA,494,"gpt-3.5-turbo","placeholder",100,"1","Olivia likely uses shampoo every time she washes her hair, as it is a standard and essential step in most hair washing routines, as demonstrated by the mention of shampoo in the provided context."
"1424",495,"every time",NA,495,"gpt-3.5-turbo","placeholder",100,"1","Olivia's mention of split ends in the context suggests she follows a hair care routine and pays attention to her hair's health, which likely involves using shampoo every time she washes her hair as part of maintaining its cleanliness and manageability."
"1425",496,"every time",NA,496,"gpt-3.5-turbo","placeholder",100,"1","Since the essence of skydiving is the act of jumping out of a plane, it can be assumed that Jared would jump out of the plane every time he engages in a skydiving activity, as implied by the conversation in context ""C""."
"1426",497,"every time",NA,497,"gpt-3.5-turbo","placeholder",100,"1","Given that Jared is taking skydiving courses and Stella mentioned he was the first to jump in the group, it is highly likely that Jared jumps out of the plane every time he goes skydiving, as it is a fundamental part of the experience."
"1427",500,"every time",NA,500,"gpt-3.5-turbo","placeholder",100,"1","Based on the provided context ""C"" and the common practice of walking to the bus stop when taking public transportation, it is assumed that Adam walks to the bus stop every time he takes the bus in the morning."
"1428",501,"typically",NA,501,"gpt-3.5-turbo","placeholder",100,"1","Given that Adam lives a few blocks from the bus stop and the context mentioning him encountering his ex-girlfriend after getting off the bus, it is safe to assume that Adam typically walks to the bus stop when taking the bus in the morning."
"1429",504,"always",NA,504,"gpt-3.5-turbo","placeholder",100,"1","Boiling pasta in water is a standard and essential step in the process of cooking pasta, so it can be assumed that Nick would always boil pasta in water when making it."
"1430",507,"every time",NA,507,"gpt-3.5-turbo","placeholder",100,"1","Preheating the oven is a standard practice in baking to ensure even cooking and proper rising of the cake batter, so Grace likely preheats the oven every time she bakes a cake."
"1431",508,"always",NA,508,"gpt-3.5-turbo","placeholder",100,"1","Greg's mention of carrying his cell phone on board during his conversation with Helen indicates that he always brings his cell phone with him when flying, as it is a common practice for passengers to have their cell phones with them during flights for communication and entertainment purposes."
"1432",510,"always",NA,510,"gpt-3.5-turbo","placeholder",100,"1","Sandy's statement to Patrick indicates that she always uses scissors when cutting her hair, as she specifically mentioned using scissors in her interaction with him."
"1433",511,"usually",NA,511,"gpt-3.5-turbo","placeholder",100,"1","Based on the context provided, Sandy usually cuts her hair, and scissors are a common tool for cutting hair, therefore she likely uses scissors every time she cuts her hair."
"1434",511,"every time",NA,511,"gpt-3.5-turbo","placeholder",100,"1","Based on the context provided, Sandy usually cuts her hair, and scissors are a common tool for cutting hair, therefore she likely uses scissors every time she cuts her hair."
"1435",514,"often",NA,514,"gpt-3.5-turbo","placeholder",100,"1","Mary is implied to go to a restaurant with the intention to eat, as she is a journalist who often goes to restaurants after her interviews. Running into her leaving a Chinese restaurant in the provided context confirms the typical behavior of dining out."
"1436",518,"every time",NA,518,"gpt-3.5-turbo","placeholder",100,"1","Gary mentioning that he picked the toppings in the conversation with Stephanie suggests that he is actively involved in the topping selection process every time he orders pizza at work."
"1437",520,"usually",NA,520,"gpt-3.5-turbo","placeholder",100,"1","Julia's statement to her roommate shows a consistent behavior of rinsing the dishes after washing them, indicating that she usually rinses the dishes every time she does them to completion."
"1438",520,"every time",NA,520,"gpt-3.5-turbo","placeholder",100,"1","Julia's statement to her roommate shows a consistent behavior of rinsing the dishes after washing them, indicating that she usually rinses the dishes every time she does them to completion."
"1439",522,"always",NA,522,"gpt-3.5-turbo","placeholder",100,"1","Emma mentions ""I just got some books at the library. I checked them out"" to her friend Tim, indicating that she always borrows books when visiting the library."
"1440",523,"almost always",NA,523,"gpt-3.5-turbo","placeholder",100,"1","Given that Emma mentioned specifically that she just got books at the library, it indicates that she almost always checks out books when visiting the library."
"1441",523,"always",NA,523,"gpt-3.5-turbo","placeholder",100,"1","Given that Emma mentioned specifically that she just got books at the library, it indicates that she almost always checks out books when visiting the library."
"1442",524,"always",NA,524,"gpt-3.5-turbo","placeholder",100,"1","Using detergent is a fundamental step in doing laundry, and since Logan specifically mentioned using detergent in the context provided, it can be inferred that he always uses it when doing his laundry."
"1443",525,"often",NA,525,"gpt-3.5-turbo","placeholder",100,"1","Logan mentioned doing the laundry and adding softener, indicating his participation in the laundry process. Given the common practice of using detergent in laundry, it can be inferred that Logan likely uses detergent 100% of the time when doing laundry."
"1444",526,"typically",NA,526,"gpt-3.5-turbo","placeholder",100,"1","Based on the script and scenario provided, it is implied that Jim typically throws away the can after feeding the dog, as it is a common step in the feeding process to remove any uneaten food and clean the bowl for future use."
"1445",528,"every time",NA,528,"gpt-3.5-turbo","placeholder",100,"1","It is a standard procedure to purchase a ticket or pass before entering the subway station, so it can be assumed Jane buys a ticket every time she takes the subway."
"1446",533,"every time",NA,533,"gpt-3.5-turbo","placeholder",100,"1","Given that Lisa is depicted at the pool in the provided context, it is logical to assume that she brings her swimsuit with her every time she goes swimming."
"1447",534,"every time",NA,534,"gpt-3.5-turbo","placeholder",100,"1","In the context provided, it is expected that Brian gets off at his stop every time he takes the train, as the script laid out the essential steps of commuting, including exiting at the intended station."
"1448",535,"usually",NA,535,"gpt-3.5-turbo","placeholder",100,"1","Based on the story provided, Brian was mentioned as getting off the train, implying that he usually gets off at his stop when taking the train."
"1449",540,"every time",NA,540,"gpt-3.5-turbo","placeholder",100,"1","John is likely to pay the cashier every time he goes grocery shopping, as it is a necessary step in completing the transaction and obtaining the purchased items."
